transaction_text,amount,amount_log,amount_bucket,payment_method,transaction_type,category
Spotify Auto Debit Spotify,150.71,5.021970803760001,Small,Auto Debit,Debit,Subscription
Local Hardware Store POS Purchase Local Hardware Store,655.61,6.4870902349241035,Small,Credit Card,Debit,Miscellaneous
BookMyShow UPI Payment BookMyShow,324.97,5.786805352592313,Small,Upi,Debit,Entertainment
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8644.67,9.064813896560231,Large,Auto Debit,Debit,Bills
Ace Hardware India POS Purchase Ace Hardware India,559.09,6.328097485101752,Small,Debit Card,Debit,Miscellaneous
Indian Oil POS Purchase Indian Oil,322.61,5.779539087055447,Small,Debit Card,Debit,Fuel
BEST UPI Collect BEST,5223.03,8.561024413665658,Large,Upi,Debit,Bills
Netflix UPI/Paytm/Netflix,328.02,5.796118539191275,Small,Upi,Debit,Entertainment
Ace Hardware India POS Purchase Ace Hardware India,503.41,6.223389429429531,Small,Debit Card,Debit,Miscellaneous
Barbeque Nation Debit Card POS Barbeque Nation,328.13,5.796452809497509,Small,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5456.25,8.604700278854471,Large,Net Banking,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,210.1,5.352331954854275,Small,Auto Debit,Debit,Bills
BookMyShow POS Purchase BookMyShow,150.71,5.021970803760001,Small,Credit Card,Debit,Entertainment
Ace Hardware India POS Purchase Ace Hardware India,477.61,6.170886069530959,Small,Credit Card,Debit,Miscellaneous
Reliance Fresh POS Purchase Reliance Fresh,1419.61,7.258841635818111,Medium,Debit Card,Debit,Groceries
Nature's Basket POS Purchase Nature's Basket,834.26,6.727743053628531,Medium,Debit Card,Debit,Groceries
Municipal Water Department UPI Payment Municipal Water Department,214.43,5.372636030790336,Small,Upi,Debit,Bills
Local Hardware Store POS Purchase Local Hardware Store,697.29,6.548634489256825,Medium,Debit Card,Debit,Miscellaneous
Indian Oil UPI Payment Indian Oil,3537.81,8.171545791421899,Large,Upi,Debit,Fuel
Jio Fiber UPI Collect Jio Fiber,1387.75,7.23615934095384,Medium,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5363.4,8.587539812836784,Large,Net Banking,Debit,Bills
BookMyShow UPI/DR/891645547923/BookMyShow,315.35,5.756849195592894,Small,Upi,Debit,Entertainment
Zepto Debit Card POS Zepto,767.31,6.644193297537941,Medium,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,8224.91,9.01504420781148,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5584.9,8.62800084444728,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5400.26,8.59438753866771,Large,Auto Debit,Debit,Bills
Local Hardware Store Debit Card POS Local Hardware Store,532.32,6.279121619247258,Small,Debit Card,Debit,Miscellaneous
Zomato UPI Payment Zomato,463.33,6.140595506335031,Small,Upi,Debit,Food
House Rent Payment IMPS Transfer House Rent Payment,44519.57,10.703706608542022,Large,Imps,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,6081.22,8.713125039894848,Large,Auto Debit,Debit,Bills
Ace Hardware India POS Purchase Ace Hardware India,559.98,6.329685254263312,Small,Debit Card,Debit,Miscellaneous
Ace Hardware India POS Purchase Ace Hardware India,481.96,6.17993383448817,Small,Credit Card,Debit,Miscellaneous
Cafe Coffee Day UPI Collect Cafe Coffee Day,314.07,5.752794836360154,Small,Upi,Debit,Food
DMart POS Purchase DMart,2068.94,7.635274900332081,Medium,Credit Card,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,43093.36,10.671147409060445,Large,Neft,Credit,Salary
BEST Electricity Bill BEST,5196.62,8.555956107488731,Large,Auto Debit,Debit,Bills
Airtel Auto Debit Airtel,1317.46,7.18421966782841,Medium,Auto Debit,Debit,Bills
DMart UPI/DR/218919757455/DMart,449.87,6.111179049614113,Small,Upi,Debit,Groceries
Swiggy UPI/DR/361595245111/Swiggy,296.67,5.695985490353976,Small,Upi,Debit,Food
Indian Oil Debit Card POS Indian Oil,342.99,5.840612587183423,Small,Debit Card,Debit,Fuel
Jio Auto Debit Jio,618.89,6.4295420429436225,Small,Auto Debit,Debit,Bills
Cafe Coffee Day UPI/DR/701452141581/Cafe Coffee Day,312.95,5.749233737560118,Small,Upi,Debit,Food
Local Hardware Store UPI/Paytm/Local Hardware Store,647.81,6.475139915752707,Small,Upi,Debit,Miscellaneous
Cafe Coffee Day UPI Payment Cafe Coffee Day,230.39,5.444104598614017,Small,Upi,Debit,Food
Adani Electricity UPI Payment Adani Electricity,5418.16,8.597696100872994,Large,Upi,Debit,Bills
Zomato UPI Payment Zomato,622.16,6.434803307644228,Small,Upi,Debit,Food
Nature's Basket UPI/Paytm/Nature's Basket,1500.01,7.313893493836453,Medium,Upi,Debit,Groceries
Local Hardware Store Debit Card POS Local Hardware Store,699.36,6.551594488558116,Medium,Debit Card,Debit,Miscellaneous
BookMyShow POS Purchase BookMyShow,160.98,5.087472870820844,Small,Credit Card,Debit,Entertainment
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3056.79,8.025447711796096,Large,Auto Debit,Debit,Bills
HPCL Debit Card POS HPCL,3534.48,8.170604354119796,Large,Debit Card,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8465.93,9.043923266217055,Large,Auto Debit,Debit,Bills
Meesho UPI/Paytm/Meesho,567.33,6.342702235929669,Small,Upi,Debit,Shopping
Flipkart UPI/DR/919332820056/Flipkart,1385.11,7.234256541679972,Medium,Upi,Debit,Shopping
Meesho Debit Card POS Meesho,579.48,6.363855347486717,Small,Debit Card,Debit,Shopping
Local Hardware Store POS Purchase Local Hardware Store,517.96,6.2518268089048,Small,Credit Card,Debit,Miscellaneous
Spotify Auto Debit Spotify,158.9,5.074548619839908,Small,Auto Debit,Debit,Subscription
Domino's India POS Purchase Domino's India,213.36,5.36765684462665,Small,Credit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,6033.8,8.705297992965919,Large,Auto Debit,Debit,Bills
Blinkit UPI/DR/028552920456/Blinkit,442.31,6.094269299583652,Small,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5608.83,8.632275695027293,Large,Auto Debit,Debit,Bills
DMart UPI Collect DMart,2061.38,7.631615934698027,Medium,Upi,Debit,Groceries
Local Hardware Store POS Purchase Local Hardware Store,529.11,6.273084532181045,Small,Debit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5757.15,8.65837152154486,Large,Auto Debit,Debit,Bills
Indian Oil ATM Cash Withdrawal,349.09,5.858190264285044,Small,Cash Withdrawal,Debit,Fuel
Blinkit UPI Payment Blinkit,489.32,6.1950582391774764,Small,Upi,Debit,Groceries
McDonald's India UPI Payment McDonald's India,578.25,6.3617341633124855,Small,Upi,Debit,Food
LIC Net Banking Payment LIC,8744.79,9.076327720708152,Large,Net Banking,Debit,Insurance
Barbeque Nation UPI Collect Barbeque Nation,449.3,6.109914027307526,Small,Upi,Debit,Food
HPCL UPI/Paytm/HPCL,3472.43,8.152897857346021,Large,Upi,Debit,Fuel
DMart POS Purchase DMart,1365.94,7.220329944026956,Medium,Debit Card,Debit,Groceries
McDonald's India UPI Payment McDonald's India,316.28,5.759784664771486,Small,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5428.52,8.59960601123061,Large,Auto Debit,Debit,Bills
Adani Electricity UPI/Paytm/Adani Electricity,5164.19,8.549697166937168,Large,Upi,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,221.81,5.4063193903493145,Small,Auto Debit,Debit,Bills
Nature's Basket Debit Card POS Nature's Basket,473.51,6.162282692643507,Small,Debit Card,Debit,Groceries
Home Depot India UPI Collect Home Depot India,513.3,6.24280675278087,Small,Upi,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8071.75,8.996249471493243,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,8217.65,9.014161240985773,Large,Net Banking,Debit,Bills
Barbeque Nation Debit Card POS Barbeque Nation,291.12,5.677164676751909,Small,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5678.44,8.644607915305436,Large,Net Banking,Debit,Bills
Domino's India Debit Card POS Domino's India,619.97,6.431282771587809,Small,Debit Card,Debit,Food
Reliance Fresh UPI Collect Reliance Fresh,448.52,6.108180346803943,Small,Upi,Debit,Groceries
BigBasket UPI Collect BigBasket,838.24,6.7324967203885,Medium,Upi,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,43146.0,10.672368169181512,Large,Neft,Credit,Salary
House Rent Payment IMPS Transfer House Rent Payment,45242.49,10.71981407137485,Large,Imps,Debit,Rent
LIC Net Banking Payment LIC,8241.9,9.01710750273412,Large,Net Banking,Debit,Insurance
Nykaa Debit Card POS Nykaa,1407.73,7.250443868270067,Medium,Debit Card,Debit,Shopping
McDonald's India POS Purchase McDonald's India,414.3,6.029001150636708,Small,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3005.93,8.00867490370194,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3320.08,8.108045310216388,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8301.91,9.024361334747665,Large,Auto Debit,Debit,Bills
Reliance Fresh Debit Card POS Reliance Fresh,443.23,6.0963424463252265,Small,Debit Card,Debit,Groceries
Burger King UPI/DR/945550921128/Burger King,589.38,6.380766397373727,Small,Upi,Debit,Food
BSNL Auto Debit BSNL,617.81,6.427798278878613,Small,Auto Debit,Debit,Bills
Nature's Basket UPI Payment Nature's Basket,2120.77,7.660005924986579,Medium,Upi,Debit,Groceries
Reliance Fresh POS Purchase Reliance Fresh,477.39,6.170426299407918,Small,Debit Card,Debit,Groceries
Blinkit UPI/DR/336986397419/Blinkit,811.59,6.700226677300203,Medium,Upi,Debit,Groceries
BPCL POS Purchase BPCL,320.22,5.772126246634751,Small,Debit Card,Debit,Fuel
BPCL POS Purchase BPCL,316.82,5.76148518478449,Small,Debit Card,Debit,Fuel
Burger King Debit Card POS Burger King,608.36,6.412409226064533,Small,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5579.52,8.6270372409976,Large,Net Banking,Debit,Bills
Zomato UPI Payment Zomato,318.78,5.767633259357274,Small,Upi,Debit,Food
Local Hardware Store UPI/Paytm/Local Hardware Store,512.5,6.241250029368613,Small,Upi,Debit,Miscellaneous
Naturals Salon Debit Card POS Naturals Salon,1434.99,7.2696097857956214,Medium,Debit Card,Debit,Miscellaneous
Ace Hardware India POS Purchase Ace Hardware India,509.27,6.23493999739411,Small,Credit Card,Debit,Miscellaneous
Faasos Debit Card POS Faasos,755.77,6.629059376359994,Medium,Debit Card,Debit,Food
HP Gas Auto Debit HP Gas,379.5,5.941486177301741,Small,Auto Debit,Debit,Bills
House Rent Payment IMPS Transfer House Rent Payment,42982.49,10.668571367458314,Large,Imps,Debit,Rent
McDonald's India UPI/Paytm/McDonald's India,318.64,5.767195362506262,Small,Upi,Debit,Food
Local Wine & Beer Shop Debit Card POS Local Wine & Beer Shop,1814.03,7.50385727548797,Medium,Debit Card,Debit,Food
Home Depot India UPI/DR/729706378209/Home Depot India,6894.47,8.838619953241452,Large,Upi,Debit,Miscellaneous
Jio UPI Collect Jio,1034.63,6.942765216171587,Medium,Upi,Debit,Bills
Local Hardware Store POS Purchase Local Hardware Store,507.2,6.230875070886063,Small,Debit Card,Debit,Miscellaneous
HPCL UPI Collect HPCL,2977.68,7.999235528346647,Large,Upi,Debit,Fuel
BigBasket POS Purchase BigBasket,1711.45,7.4456803726298455,Medium,Debit Card,Debit,Groceries
Faasos POS Purchase Faasos,153.63,5.041035166487339,Small,Credit Card,Debit,Food
Zepto POS Purchase Zepto,971.0,6.879355804460439,Medium,Credit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2569.92,7.852019090484607,Medium,Net Banking,Debit,Bills
Naturals Salon Debit Card POS Naturals Salon,1424.33,7.262158644839854,Medium,Debit Card,Debit,Miscellaneous
Netflix UPI Payment Netflix,157.74,5.0672676436627295,Small,Upi,Debit,Entertainment
Burger King UPI/DR/009444866512/Burger King,147.21,4.998630186968824,Small,Upi,Debit,Food
HPCL Debit Card POS HPCL,3939.03,8.27894361647619,Large,Debit Card,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2543.0,7.841492924460013,Medium,Net Banking,Debit,Bills
Airtel Net Banking Payment Airtel,985.75,6.894416714542957,Medium,Net Banking,Debit,Bills
EatClub Debit Card POS EatClub,333.23,5.8118293787393345,Small,Debit Card,Debit,Food
Amazon Prime UPI/DR/494737269473/Amazon Prime,313.35,5.75050701482907,Small,Upi,Debit,Entertainment
Municipal Water Department Auto Debit Municipal Water Department,215.14,5.37592634587502,Small,Auto Debit,Debit,Bills
Airtel UPI/Paytm/Airtel,1267.07,7.1452513385207475,Medium,Upi,Debit,Bills
HDFC Ergo Net Banking Payment HDFC Ergo,8182.16,9.009833663067502,Large,Net Banking,Debit,Insurance
Nature's Basket POS Purchase Nature's Basket,983.31,6.891940888087774,Medium,Debit Card,Debit,Groceries
BPCL UPI/Paytm/BPCL,3169.63,8.061685585295859,Large,Upi,Debit,Fuel
Flipkart POS Purchase Flipkart,601.51,6.401104262737446,Small,Debit Card,Debit,Shopping
Nykaa POS Purchase Nykaa,3314.7,8.106424041716167,Large,Credit Card,Debit,Shopping
Nykaa POS Purchase Nykaa,3268.03,8.092248583800487,Large,Debit Card,Debit,Shopping
Domino's India UPI/DR/343085946209/Domino's India,158.56,5.0724200270372055,Small,Upi,Debit,Food
ICICI Lombard Auto Debit ICICI Lombard,8424.07,9.038967063791388,Large,Auto Debit,Debit,Insurance
Amazon Prime POS Purchase Amazon Prime,558.23,6.3265608375492635,Small,Debit Card,Debit,Entertainment
BookMyShow POS Purchase BookMyShow,584.59,6.3726198859985645,Small,Credit Card,Debit,Entertainment
Local Wine & Beer Shop Debit Card POS Local Wine & Beer Shop,1816.83,7.505398761014217,Medium,Debit Card,Debit,Food
Employer Salary Credit NEFT Salary Credit,47228.53,10.762774611538509,Large,Neft,Credit,Salary
Jio Fiber Auto Debit Jio Fiber,1353.35,7.211076913421598,Medium,Auto Debit,Debit,Bills
Amazon India POS Purchase Amazon India,389.21,5.966685055743759,Small,Credit Card,Debit,Shopping
HP Gas Auto Debit HP Gas,377.13,5.935238051838176,Small,Auto Debit,Debit,Bills
Spotify Auto Debit Spotify,166.69,5.122117036759018,Small,Auto Debit,Debit,Subscription
Indian Oil UPI Collect Indian Oil,3592.11,8.186773401729774,Large,Upi,Debit,Fuel
EatClub UPI/DR/189940247966/EatClub,300.24,5.707907289233151,Small,Upi,Debit,Food
BookMyShow POS Purchase BookMyShow,153.52,5.040323537798081,Small,Credit Card,Debit,Entertainment
DMart UPI Collect DMart,1785.69,7.488120025012954,Medium,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4400.29,8.389652958755143,Large,Auto Debit,Debit,Bills
Burger King UPI/Paytm/Burger King,287.51,5.6647297473925,Small,Upi,Debit,Food
Lakme Salon ATM Cash Withdrawal,1372.12,7.22484080180316,Medium,Cash Withdrawal,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2273.11,7.72934404605172,Medium,Auto Debit,Debit,Bills
Meesho UPI/DR/695465914036/Meesho,381.48,5.946676364317848,Small,Upi,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2800.57,7.937935253307493,Large,Auto Debit,Debit,Bills
Burger King UPI Payment Burger King,718.91,6.57912620419695,Medium,Upi,Debit,Food
Reliance Fresh POS Purchase Reliance Fresh,1834.44,7.515039513761907,Medium,Debit Card,Debit,Groceries
House Rent Payment IMPS Transfer House Rent Payment,47210.31,10.762388761513753,Large,Imps,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4698.91,8.455298638578636,Large,Auto Debit,Debit,Bills
DMart POS Purchase DMart,1502.5,7.315551002428584,Medium,Credit Card,Debit,Groceries
Amazon India POS Purchase Amazon India,3613.74,8.192775209461363,Large,Debit Card,Debit,Shopping
Meesho UPI Payment Meesho,3530.74,8.169545946330272,Large,Upi,Debit,Shopping
Myntra POS Purchase Myntra,1054.45,6.961722495252079,Medium,Credit Card,Debit,Shopping
Nature's Basket POS Purchase Nature's Basket,984.51,6.893159273674728,Medium,Credit Card,Debit,Groceries
Meesho POS Purchase Meesho,3400.66,8.132018826750299,Large,Debit Card,Debit,Shopping
Amazon Prime UPI/DR/571654781232/Amazon Prime,301.09,5.710724986222776,Small,Upi,Debit,Entertainment
Home Depot India POS Purchase Home Depot India,7428.3,8.9131869206221,Large,Credit Card,Debit,Miscellaneous
Meesho Debit Card POS Meesho,582.48,6.369010175218013,Small,Debit Card,Debit,Shopping
Ajio POS Purchase Ajio,1486.13,7.304603366983187,Medium,Credit Card,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2664.18,7.8880268765329555,Large,Auto Debit,Debit,Bills
House Rent Payment NEFT Rent Payment,45677.86,10.729390887801317,Large,Neft,Debit,Rent
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4800.68,8.47672113566027,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2790.14,7.9342053935108225,Large,Auto Debit,Debit,Bills
BSNL Net Banking Payment BSNL,1407.58,7.250337383715551,Medium,Net Banking,Debit,Bills
Netflix POS Purchase Netflix,155.91,5.055672392570977,Small,Credit Card,Debit,Entertainment
McDonald's India UPI Collect McDonald's India,772.67,6.651145426084766,Medium,Upi,Debit,Food
Netflix Debit Card POS Netflix,457.69,6.128374600624261,Small,Debit Card,Debit,Entertainment
HPCL UPI/Paytm/HPCL,3822.93,8.249033968564415,Large,Upi,Debit,Fuel
EatClub UPI Payment EatClub,722.33,6.583865549560847,Medium,Upi,Debit,Food
Ace Hardware India POS Purchase Ace Hardware India,6964.98,8.848793579833682,Large,Credit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4814.19,8.479530783474468,Large,Auto Debit,Debit,Bills
Local Barbershop ATM Cash Withdrawal,1450.9,7.280628322489642,Medium,Cash Withdrawal,Debit,Miscellaneous
Reliance Fresh UPI Payment Reliance Fresh,1030.24,6.938517240632178,Medium,Upi,Debit,Groceries
Municipal Water Department Auto Debit Municipal Water Department,216.09,5.380312014100664,Small,Auto Debit,Debit,Bills
DMart UPI/Paytm/DMart,1196.88,7.0883086067134435,Medium,Upi,Debit,Groceries
Flipkart UPI/Paytm/Flipkart,1605.07,7.381545480107277,Medium,Upi,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,42733.93,10.662771897597139,Large,Neft,Credit,Salary
Airtel UPI Collect Airtel,971.65,6.880024305243826,Medium,Upi,Debit,Bills
Amazon Prime UPI Collect Amazon Prime,561.13,6.331733139870081,Small,Upi,Debit,Entertainment
Local Hardware Store POS Purchase Local Hardware Store,6908.66,8.840675711499058,Large,Debit Card,Debit,Miscellaneous
Spotify Auto Debit Spotify,155.83,5.0551624161463335,Small,Auto Debit,Debit,Subscription
The Beer Cafe Debit Card POS The Beer Cafe,1707.52,7.443382777661837,Medium,Debit Card,Debit,Food
BEST UPI Collect BEST,4981.77,8.513741240282567,Large,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2648.74,7.882216800959305,Medium,Net Banking,Debit,Bills
BigBasket UPI Collect BigBasket,1219.07,7.106663513130482,Medium,Upi,Debit,Groceries
Nature's Basket UPI/Paytm/Nature's Basket,2223.97,7.707498711363375,Medium,Upi,Debit,Groceries
Spotify Auto Debit Spotify,150.19,5.01853732399211,Small,Auto Debit,Debit,Subscription
BookMyShow POS Purchase BookMyShow,491.08,6.198641304900113,Small,Debit Card,Debit,Entertainment
