merchant,amount,category
BPCL,4012.65,Fuel
Indian Oil,3736.29,Fuel
Spotify,158.31,Subscription
Zepto,494.91,Groceries
Nature's Basket,495.85,Groceries
Chaayos,180.49,Food
Local Hardware Store,525.72,Miscellaneous
Naturals Salon,1512.92,Miscellaneous
House Rent Payment,47003.52,Rent
Local Barbershop,1524.34,Miscellaneous
Credit Card Bill Payment,1748.2,Bills
Bajaj Allianz,8247.96,Insurance
Airtel,624.64,Bills
Naturals Salon,1580.1,Miscellaneous
Netflix,327.1,Entertainment
Bharat Gas,392.78,Bills
Blinkit,596.99,Groceries
Chaayos,184.64,Food
Credit Card Bill Payment,1679.25,Bills
BPCL,3742.95,Fuel
Blinkit,448.63,Groceries
Credit Card Bill Payment,2655.6,Bills
Credit Card Bill Payment,5234.84,Bills
Employer Salary Credit,44069.77,Salary
Municipal Water Department,223.88,Bills
Zomato,315.68,Food
Ajio,547.54,Shopping
Toit Brewpub,2980.34,Food
Credit Card Bill Payment,2640.31,Bills
Credit Card Bill Payment,1868.9,Bills
HPCL,3574.52,Fuel
HPCL,3443.63,Fuel
Indane Gas,418.3,Bills
Airtel,1389.87,Bills
DMart,569.22,Groceries
Local Hardware Store,527.39,Miscellaneous
Toit Brewpub,824.08,Food
Cafe Coffee Day,139.87,Food
McDonald's India,366.54,Food
Municipal Water Department,202.81,Bills
Amazon India,767.69,Shopping
McDonald's India,326.55,Food
Nature's Basket,467.71,Groceries
Reliance Fresh,480.53,Groceries
House Rent Payment,37184.06,Rent
EatClub,351.64,Food
BigBasket,478.99,Groceries
Credit Card Bill Payment,3046.88,Bills
Cafe Coffee Day,183.51,Food
EatClub,155.91,Food
Ace Hardware India,561.84,Miscellaneous
Spotify,155.39,Subscription
Credit Card Bill Payment,2969.0,Bills
Flipkart,1002.09,Shopping
Swiggy,366.9,Food
HDFC Ergo,8691.83,Insurance
Social,878.19,Food
Local Hardware Store,493.77,Miscellaneous
Spotify,164.84,Subscription
Meesho,735.32,Shopping
House Rent Payment,33955.28,Rent
BSNL,606.97,Bills
Netflix,297.03,Entertainment
Cafe Coffee Day,348.96,Food
Employer Salary Credit,47321.64,Salary
Tata Power,5035.76,Bills
Credit Card Bill Payment,4020.55,Bills
McDonald's India,565.53,Food
HPCL,3223.32,Fuel
Zomato,340.08,Food
Indian Oil,3786.34,Fuel
House Rent Payment,36629.5,Rent
EatClub,147.01,Food
Blinkit,683.14,Groceries
Amazon India,1001.89,Shopping
Municipal Water Department,225.65,Bills
Credit Card Bill Payment,4124.8,Bills
Cafe Coffee Day,319.73,Food
BEST,5399.27,Bills
Airtel,1268.37,Bills
DMart,716.37,Groceries
Flipkart,553.34,Shopping
Airtel,590.1,Bills
Credit Card Bill Payment,1742.44,Bills
BigBasket,692.76,Groceries
Credit Card Bill Payment,1777.27,Bills
Home Depot India,527.35,Miscellaneous
BSNL,658.32,Bills
Credit Card Bill Payment,1634.35,Bills
Local Hardware Store,517.85,Miscellaneous
Bharat Gas,379.78,Bills
Netflix,329.26,Entertainment
Credit Card Bill Payment,1777.45,Bills
Nature's Basket,1469.11,Groceries
Blinkit,510.12,Groceries
HPCL,3455.11,Fuel
Credit Card Bill Payment,3188.09,Bills
BSNL,1344.73,Bills
Netflix,313.41,Entertainment
Municipal Water Department,206.8,Bills
Spotify,167.03,Subscription
Myntra,1086.21,Shopping
Credit Card Bill Payment,1789.78,Bills
Nature's Basket,504.71,Groceries
Credit Card Bill Payment,3081.25,Bills
Cafe Coffee Day,143.32,Food
BigBasket,474.49,Groceries
Tata Power,5121.78,Bills
Amazon India,777.85,Shopping
HPCL,3418.3,Fuel
Credit Card Bill Payment,1734.05,Bills
Blinkit,1080.06,Groceries
Home Depot India,549.54,Miscellaneous
Employer Salary Credit,43257.38,Salary
Reliance Fresh,1132.92,Groceries
Zomato,183.83,Food
Credit Card Bill Payment,3089.02,Bills
HDFC Ergo,7996.21,Insurance
EatClub,145.09,Food
Blinkit,1016.07,Groceries
Reliance Fresh,1029.87,Groceries
BSNL,1326.45,Bills
Local Hardware Store,539.81,Miscellaneous
BPCL,3108.81,Fuel
BigBasket,1125.77,Groceries
Myntra,979.0,Shopping
Credit Card Bill Payment,3116.17,Bills
Credit Card Bill Payment,1724.33,Bills
Indane Gas,404.08,Bills
Ace Hardware India,562.34,Miscellaneous
Jio Fiber,1267.7,Bills
HPCL,3626.73,Fuel
BEST,5293.45,Bills
Credit Card Bill Payment,4521.28,Bills
Burger King,359.66,Food
Nykaa,561.44,Shopping
BEST,5261.72,Bills
Ace Hardware India,504.7,Miscellaneous
Credit Card Bill Payment,4735.75,Bills
Home Depot India,481.31,Miscellaneous
McDonald's India,315.53,Food
McDonald's India,293.29,Food
Social,1112.88,Food
House Rent Payment,36944.2,Rent
Netflix,448.12,Entertainment
Local Hardware Store,523.61,Miscellaneous
DMart,470.81,Groceries
Social,1779.1,Food
Bharat Gas,405.79,Bills
Reliance Fresh,556.42,Groceries
BigBasket,506.3,Groceries
BookMyShow,469.9,Entertainment
Zepto,484.36,Groceries
Spotify,161.44,Subscription
Bajaj Allianz,8766.29,Insurance
Meesho,1773.92,Shopping
Bajaj Allianz,8837.97,Insurance
Home Depot India,551.33,Miscellaneous
Zomato,311.12,Food
DMart,571.26,Groceries
Indian Oil,3556.06,Fuel
HPCL,2822.94,Fuel
Social,1389.0,Food
Credit Card Bill Payment,4261.72,Bills
Adani Electricity,5187.31,Bills
Domino's India,318.78,Food
Spotify,153.32,Subscription
Employer Salary Credit,45909.56,Salary
Reliance Fresh,473.16,Groceries
Meesho,551.56,Shopping
Credit Card Bill Payment,2411.38,Bills
Zepto,1082.28,Groceries
BSNL,604.65,Bills
The Beer Cafe,1086.98,Food
Home Depot India,513.86,Miscellaneous
BigBasket,485.11,Groceries
BEST,5481.5,Bills
Credit Card Bill Payment,2594.12,Bills
House Rent Payment,35502.8,Rent
Zepto,509.7,Groceries
The Beer Cafe,1250.82,Food
BigBasket,548.31,Groceries
Ace Hardware India,500.83,Miscellaneous
BigBasket,540.44,Groceries
Domino's India,288.29,Food
Adani Electricity,5252.32,Bills
Credit Card Bill Payment,2431.4,Bills
Bajaj Allianz,8736.68,Insurance
Credit Card Bill Payment,5839.94,Bills
Ace Hardware India,476.97,Miscellaneous
Credit Card Bill Payment,4374.81,Bills
Cafe Coffee Day,306.03,Food
Blinkit,887.98,Groceries
Credit Card Bill Payment,3420.41,Bills
Ace Hardware India,509.82,Miscellaneous
Credit Card Bill Payment,5677.07,Bills
BookMyShow,298.35,Entertainment
DMart,594.13,Groceries
DMart,465.99,Groceries
Burger King,292.72,Food
Burger King,295.77,Food
Airtel,1387.53,Bills
DMart,494.16,Groceries
DMart,564.4,Groceries
Credit Card Bill Payment,4567.15,Bills
Credit Card Bill Payment,2647.46,Bills
Amazon India,1599.82,Shopping
Local Wine & Beer Shop,1666.96,Food
Jio,649.46,Bills
Social,1519.38,Food
Employer Salary Credit,45221.46,Salary
Adani Electricity,5240.42,Bills
Blinkit,449.27,Groceries
HPCL,2631.16,Fuel
Zomato,295.71,Food
Netflix,325.25,Entertainment
The Beer Cafe,1408.53,Food
Social,1397.04,Food
Credit Card Bill Payment,5802.38,Bills
Faasos,375.14,Food
Burger King,364.78,Food
Zepto,512.76,Groceries
Ace Hardware India,487.06,Miscellaneous
BigBasket,484.85,Groceries
Indian Oil,3316.39,Fuel
Ajio,578.96,Shopping
Toit Brewpub,1264.74,Food
Credit Card Bill Payment,4769.98,Bills
Credit Card Bill Payment,3568.44,Bills
Home Depot India,515.27,Miscellaneous
BigBasket,552.59,Groceries
HP Gas,406.09,Bills
BookMyShow,299.15,Entertainment
Burger King,368.75,Food
DMart,674.45,Groceries
McDonald's India,598.67,Food
Zepto,818.9,Groceries
Local Hardware Store,530.92,Miscellaneous
Home Depot India,555.83,Miscellaneous
Indian Oil,650.12,Fuel
Credit Card Bill Payment,2877.4,Bills
Local Wine & Beer Shop,934.48,Food
Amazon India,1359.49,Shopping
Indian Oil,1795.62,Fuel
Faasos,262.01,Food
BigBasket,464.78,Groceries
BEST,5304.78,Bills
Ajio,918.98,Shopping
BPCL,2727.12,Fuel
Credit Card Bill Payment,2744.91,Bills
McDonald's India,621.04,Food
Toit Brewpub,827.96,Food
Burger King,619.11,Food
Credit Card Bill Payment,2754.12,Bills
House Rent Payment,35440.28,Rent
Zomato,947.85,Food
Blinkit,816.89,Groceries
Employer Salary Credit,43192.48,Salary
Bharat Gas,633.9,Bills
Credit Card Bill Payment,2872.37,Bills
Spotify,165.24,Subscription
Local Hardware Store,483.6,Miscellaneous
EatClub,196.06,Food
Faasos,861.89,Food
Myntra,582.15,Shopping
Third Wave Coffee,143.62,Food
Bharat Gas,650.01,Bills
Credit Card Bill Payment,2714.52,Bills
Indian Oil,636.73,Fuel
HPCL,2810.58,Fuel
BookMyShow,304.97,Entertainment
Ace Hardware India,554.18,Miscellaneous
Myntra,1607.57,Shopping
Municipal Water Department,209.32,Bills
Local Wine & Beer Shop,769.63,Food
McDonald's India,580.56,Food
Local Hardware Store,481.0,Miscellaneous
Flipkart,1658.93,Shopping
Nature's Basket,1601.77,Groceries
Domino's India,618.37,Food
Nature's Basket,622.35,Groceries
Flipkart,926.04,Shopping
Toit Brewpub,776.35,Food
Faasos,197.09,Food
BPCL,2983.71,Fuel
Faasos,215.99,Food
Home Depot India,523.23,Miscellaneous
BSNL,1555.41,Bills
Indian Oil,2982.58,Fuel
Third Wave Coffee,142.07,Food
Adani Electricity,5132.18,Bills
Bajaj Allianz,8185.52,Insurance
BSNL,653.11,Bills
Indian Oil,604.07,Fuel
BPCL,3066.9,Fuel
Netflix,320.81,Entertainment
Indian Oil,2946.14,Fuel
Blinkit,613.09,Groceries
Blinkit,788.08,Groceries
Faasos,634.55,Food
McDonald's India,281.29,Food
Ace Hardware India,486.42,Miscellaneous
Credit Card Bill Payment,3976.73,Bills
Credit Card Bill Payment,3973.79,Bills
House Rent Payment,36912.26,Rent
BPCL,2993.91,Fuel
Amazon India,889.26,Shopping
Toit Brewpub,768.46,Food
BSNL,618.98,Bills
Nykaa,1344.6,Shopping
Starbucks India,140.09,Food
Ace Hardware India,498.72,Miscellaneous
Reliance Fresh,1537.58,Groceries
House Rent Payment,35938.24,Rent
Jio Fiber,1432.92,Bills
Barbeque Nation,605.92,Food
DMart,605.22,Groceries
Employer Salary Credit,43021.08,Salary
EatClub,619.81,Food
Reliance Fresh,808.4,Groceries
HPCL,1869.23,Fuel
Zepto,463.27,Groceries
Zepto,496.33,Groceries
McDonald's India,568.44,Food
BigBasket,504.3,Groceries
Credit Card Bill Payment,3807.92,Bills
Local Barbershop,1412.66,Miscellaneous
Starbucks India,150.41,Food
Spotify,155.98,Subscription
Municipal Water Department,210.37,Bills
Nykaa,844.18,Shopping
Home Depot India,512.04,Miscellaneous
BigBasket,497.52,Groceries
Myntra,599.38,Shopping
Credit Card Bill Payment,6169.13,Bills
Ace Hardware India,529.35,Miscellaneous
Adani Electricity,5500.8,Bills
Blinkit,850.11,Groceries
Reliance Fresh,794.56,Groceries
ICICI Lombard,8464.53,Insurance
EatClub,198.97,Food
Myntra,598.87,Shopping
Credit Card Bill Payment,6382.13,Bills
Burger King,215.22,Food
Local Barbershop,1501.86,Miscellaneous
Credit Card Bill Payment,2770.52,Bills
Nykaa,1568.88,Shopping
Credit Card Bill Payment,2681.27,Bills
Municipal Water Department,204.03,Bills
Ajio,1443.06,Shopping
Meesho,891.76,Shopping
Swiggy,190.89,Food
Credit Card Bill Payment,3643.83,Bills
McDonald's India,284.36,Food
Nature's Basket,1585.78,Groceries
BPCL,1901.01,Fuel
Myntra,561.28,Shopping
Starbucks India,140.53,Food
Blinkit,506.82,Groceries
Credit Card Bill Payment,3862.23,Bills
LIC,8417.29,Insurance
BPCL,2600.25,Fuel
Employer Salary Credit,47629.13,Salary
Indian Oil,2980.44,Fuel
Nykaa,557.1,Shopping
Myntra,341.83,Shopping
Credit Card Bill Payment,2653.0,Bills
HPCL,2767.37,Fuel
Credit Card Bill Payment,3992.9,Bills
Nykaa,323.45,Shopping
Reliance Fresh,807.49,Groceries
Municipal Water Department,217.17,Bills
Blinkit,487.95,Groceries
Credit Card Bill Payment,3974.1,Bills
House Rent Payment,8205.32,Rent
Municipal Water Department,206.86,Bills
Spotify,158.79,Subscription
Blinkit,1646.73,Groceries
Burger King,327.07,Food
Myntra,505.29,Shopping
Credit Card Bill Payment,2750.46,Bills
Bharat Gas,709.99,Bills
BSNL,1396.17,Bills
Local Barbershop,1487.7,Miscellaneous
Indian Oil,2917.53,Fuel
Credit Card Bill Payment,3769.36,Bills
Bharat Gas,716.92,Bills
Bajaj Allianz,8142.13,Insurance
BigBasket,464.29,Groceries
Jio,193.09,Bills
House Rent Payment,7683.66,Rent
Credit Card Bill Payment,12909.44,Bills
Credit Card Bill Payment,4184.85,Bills
Credit Card Bill Payment,2631.84,Bills
Adani Electricity,4940.38,Bills
Employer Salary Credit,46672.79,Salary
Airtel,189.02,Bills
Indian Oil,2864.57,Fuel
Credit Card Bill Payment,2774.32,Bills
Jio Fiber,1348.78,Bills
Adani Electricity,5128.33,Bills
BEST,5034.48,Bills
Zepto,834.96,Groceries
Credit Card Bill Payment,4107.1,Bills
Credit Card Bill Payment,12734.71,Bills
Amazon India,1297.35,Shopping
Adani Electricity,5528.32,Bills
Credit Card Bill Payment,2804.23,Bills
Credit Card Bill Payment,3913.21,Bills
Credit Card Bill Payment,4190.36,Bills
Meesho,538.24,Shopping
Ajio,549.88,Shopping
Myntra,562.61,Shopping
Blinkit,843.15,Groceries
Lakme Salon,1521.11,Miscellaneous
DMart,810.03,Groceries
Flipkart,551.16,Shopping
Credit Card Bill Payment,4185.17,Bills
Faasos,312.38,Food
Credit Card Bill Payment,2732.35,Bills
Spotify,149.74,Subscription
Credit Card Bill Payment,13167.99,Bills
Meesho,582.32,Shopping
Employer Salary Credit,47470.07,Salary
Chaayos,140.73,Food
Flipkart,592.08,Shopping
Local Hardware Store,570.94,Miscellaneous
Toit Brewpub,557.21,Food
DMart,1418.74,Groceries
HPCL,2377.18,Fuel
Jio,191.4,Bills
Zepto,1035.68,Groceries
Dish TV,302.93,Subscription
Credit Card Bill Payment,2863.97,Bills
Reliance Fresh,1383.29,Groceries
Credit Card Bill Payment,1734.88,Bills
Naturals Salon,1549.97,Miscellaneous
DMart,519.82,Groceries
Burger King,211.18,Food
Social,609.07,Food
Spotify,155.87,Subscription
BEST,5293.45,Bills
Myntra,1303.83,Shopping
Jio,206.2,Bills
BEST,5511.21,Bills
BPCL,3123.49,Fuel
Airtel,1384.93,Bills
Swiggy,330.42,Food
House Rent Payment,8241.22,Rent
Credit Card Bill Payment,2302.29,Bills
McDonald's India,203.16,Food
Airtel,1370.51,Bills
Municipal Water Department,215.37,Bills
Credit Card Bill Payment,1741.12,Bills
Blinkit,429.28,Groceries
Nature's Basket,478.12,Groceries
LIC,8033.57,Insurance
Credit Card Bill Payment,2611.84,Bills
Cafe Coffee Day,355.15,Food
Flipkart,1183.9,Shopping
Third Wave Coffee,139.64,Food
BigBasket,440.64,Groceries
McDonald's India,359.97,Food
McDonald's India,406.35,Food
Employer Salary Credit,45113.26,Salary
Credit Card Bill Payment,2230.95,Bills
Credit Card Bill Payment,2134.04,Bills
Indian Oil,2210.16,Fuel
Tata Power,5454.75,Bills
Amazon India,1252.66,Shopping
Credit Card Bill Payment,2129.89,Bills
Spotify,168.3,Subscription
Starbucks India,147.88,Food
Third Wave Coffee,148.91,Food
Adani Electricity,5241.98,Bills
Cafe Coffee Day,335.13,Food
Home Depot India,579.11,Miscellaneous
Reliance Fresh,1361.83,Groceries
Blinkit,1291.23,Groceries
Nature's Basket,998.98,Groceries
Dish TV,307.75,Subscription
House Rent Payment,7562.85,Rent
Credit Card Bill Payment,2861.49,Bills
EatClub,195.02,Food
Nature's Basket,473.8,Groceries
Meesho,603.44,Shopping
Nature's Basket,1073.64,Groceries
Credit Card Bill Payment,2884.01,Bills
Zepto,969.0,Groceries
Credit Card Bill Payment,4379.95,Bills
Credit Card Bill Payment,2842.66,Bills
Bharat Gas,1251.79,Bills
HDFC Ergo,8247.75,Insurance
Naturals Salon,1557.24,Miscellaneous
Indian Oil,2236.24,Fuel
Credit Card Bill Payment,2636.98,Bills
Credit Card Bill Payment,2276.12,Bills
Credit Card Bill Payment,1864.76,Bills
BEST,5207.05,Bills
HPCL,3056.39,Fuel
Tata Power,5176.8,Bills
Faasos,351.84,Food
Chaayos,146.35,Food
Cafe Coffee Day,334.14,Food
Employer Salary Credit,46079.52,Salary
Municipal Water Department,223.63,Bills
Barbeque Nation,196.47,Food
Tata Play,307.34,Subscription
Amazon India,941.25,Shopping
Credit Card Bill Payment,2677.34,Bills
HP Gas,824.94,Bills
Toit Brewpub,2971.52,Food
Amazon India,626.9,Shopping
Credit Card Bill Payment,6927.22,Bills
Flipkart,625.1,Shopping
Myntra,626.58,Shopping
Toit Brewpub,2927.52,Food
Credit Card Bill Payment,4387.47,Bills
BEST,5519.31,Bills
Flipkart,23465.16,Shopping
HPCL,3230.58,Fuel
Burger King,182.27,Food
Starbucks India,181.57,Food
BSNL,206.14,Bills
Spotify,160.61,Subscription
DMart,434.59,Groceries
Cafe Coffee Day,352.89,Food
Amazon India,23232.05,Shopping
Credit Card Bill Payment,2870.64,Bills
House Rent Payment,8351.13,Rent
LIC,8448.99,Insurance
Spotify,165.96,Subscription
Swiggy,181.57,Food
Jio Fiber,1295.71,Bills
Reliance Fresh,2205.68,Groceries
HPCL,3450.89,Fuel
DMart,474.05,Groceries
Credit Card Bill Payment,2794.2,Bills
Credit Card Bill Payment,2683.09,Bills
Municipal Water Department,207.92,Bills
Employer Salary Credit,44565.02,Salary
Reliance Fresh,2426.06,Groceries
Credit Card Bill Payment,2667.26,Bills
House Rent Payment,8252.31,Rent
Zomato,192.49,Food
DMart,2424.61,Groceries
BigBasket,463.89,Groceries
Jio Fiber,1319.01,Bills
Credit Card Bill Payment,6956.02,Bills
Airtel,197.52,Bills
Nykaa,562.87,Shopping
Credit Card Bill Payment,3796.41,Bills
BEST,5188.22,Bills
Cafe Coffee Day,365.1,Food
Municipal Water Department,212.27,Bills
Chaayos,191.9,Food
Spotify,150.5,Subscription
Swiggy,144.31,Food
HDFC Ergo,8675.42,Insurance
Credit Card Bill Payment,4130.01,Bills
Amazon India,570.7,Shopping
Amazon India,539.87,Shopping
Flipkart,569.72,Shopping
Credit Card Bill Payment,2787.0,Bills
Indian Oil,3373.49,Fuel
EatClub,193.66,Food
DMart,728.41,Groceries
Credit Card Bill Payment,6998.92,Bills
Bharat Gas,880.77,Bills
BPCL,3514.06,Fuel
Jio Fiber,1269.07,Bills
Credit Card Bill Payment,2728.77,Bills
HPCL,3294.51,Fuel
Airtel Digital TV,296.46,Subscription
Myntra,653.84,Shopping
House Rent Payment,7965.89,Rent
Reliance Fresh,697.43,Groceries
Credit Card Bill Payment,2734.38,Bills
Employer Salary Credit,44479.59,Salary
Airtel,190.83,Bills
Credit Card Bill Payment,2659.6,Bills
Domino's India,176.49,Food
Myntra,636.3,Shopping
Chaayos,193.51,Food
Burger King,184.08,Food
Municipal Water Department,225.02,Bills
Credit Card Bill Payment,3557.34,Bills
Flipkart,1205.33,Shopping
Nature's Basket,475.75,Groceries
Reliance Fresh,454.3,Groceries
Myntra,1182.78,Shopping
Credit Card Bill Payment,4645.18,Bills
Burger King,309.86,Food
Spotify,163.24,Subscription
Airtel,1335.95,Bills
Ace Hardware India,524.96,Miscellaneous
Blinkit,727.83,Groceries
Nature's Basket,448.69,Groceries
Flipkart,2661.76,Shopping
Blinkit,467.05,Groceries
Credit Card Bill Payment,3600.63,Bills
Dish TV,301.98,Subscription
Credit Card Bill Payment,3566.5,Bills
Amazon India,2964.03,Shopping
Local Barbershop,1535.77,Miscellaneous
HP Gas,421.85,Bills
ICICI Lombard,8600.84,Insurance
Credit Card Bill Payment,4823.08,Bills
Local Barbershop,1448.56,Miscellaneous
Blinkit,703.5,Groceries
LIC,8639.82,Insurance
Indian Oil,3783.73,Fuel
Faasos,623.73,Food
Credit Card Bill Payment,3810.92,Bills
Social,2562.65,Food
EatClub,287.99,Food
Ace Hardware India,505.76,Miscellaneous
Reliance Fresh,569.53,Groceries
Airtel,190.78,Bills
Tata Power,5246.0,Bills
Employer Salary Credit,45024.58,Salary
BSNL,1411.53,Bills
ICICI Lombard,8141.15,Insurance
House Rent Payment,8404.06,Rent
BigBasket,743.01,Groceries
Home Depot India,488.81,Miscellaneous
Social,2527.02,Food
Amazon India,1164.25,Shopping
Swiggy,691.86,Food
Credit Card Bill Payment,4788.63,Bills
Credit Card Bill Payment,3540.34,Bills
Faasos,243.58,Food
Credit Card Bill Payment,4667.24,Bills
Zepto,463.09,Groceries
Local Wine & Beer Shop,916.81,Food
BPCL,3776.72,Fuel
Flipkart,1179.34,Shopping
DMart,1228.11,Groceries
Jio Fiber,1302.67,Bills
Municipal Water Department,211.71,Bills
Toit Brewpub,957.01,Food
HPCL,3613.89,Fuel
House Rent Payment,7592.08,Rent
Lakme Salon,1559.99,Miscellaneous
HPCL,3896.18,Fuel
Local Wine & Beer Shop,2400.0,Food
DMart,755.97,Groceries
Airtel Digital TV,294.4,Subscription
Credit Card Bill Payment,2690.99,Bills
Meesho,1196.02,Shopping
Spotify,167.15,Subscription
Cafe Coffee Day,235.31,Food
Blinkit,609.69,Groceries
Meesho,956.14,Shopping
Myntra,939.75,Shopping
Credit Card Bill Payment,4354.13,Bills
Credit Card Bill Payment,4804.61,Bills
Nykaa,568.8,Shopping
Credit Card Bill Payment,4865.74,Bills
Credit Card Bill Payment,2718.47,Bills
Credit Card Bill Payment,2531.75,Bills
Flipkart,2975.04,Shopping
Cafe Coffee Day,676.95,Food
Cafe Coffee Day,277.8,Food
Employer Salary Credit,42783.69,Salary
Credit Card Bill Payment,2499.95,Bills
Credit Card Bill Payment,3735.87,Bills
DMart,678.62,Groceries
Jio,206.63,Bills
Municipal Water Department,207.68,Bills
Tata Play,285.83,Subscription
House Rent Payment,8103.93,Rent
BPCL,3628.34,Fuel
DMart,570.13,Groceries
Municipal Water Department,210.81,Bills
Nature's Basket,469.52,Groceries
Credit Card Bill Payment,3680.65,Bills
Credit Card Bill Payment,10541.12,Bills
Spotify,152.75,Subscription
HP Gas,419.7,Bills
Airtel,196.8,Bills
Municipal Water Department,213.7,Bills
Credit Card Bill Payment,3577.22,Bills
Tata Power,5111.07,Bills
Credit Card Bill Payment,3728.75,Bills
House Rent Payment,8084.36,Rent
Jio Fiber,1288.64,Bills
Flipkart,290.2,Shopping
Credit Card Bill Payment,5623.17,Bills
Credit Card Bill Payment,4017.31,Bills
Tata Power,5410.64,Bills
BEST,5216.66,Bills
Dish TV,779.14,Subscription
Credit Card Bill Payment,3824.97,Bills
Credit Card Bill Payment,5583.16,Bills
Credit Card Bill Payment,3669.23,Bills
Credit Card Bill Payment,5457.87,Bills
Nature's Basket,409.19,Groceries
