,transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country
174,TXN000175,2018-03-03,16:14:11,DMart,UPI/DR/253989877226/DMart,481.0,INR,UPI,Debit,Groceries,Indore,Madhya Pradesh,India
175,TXN000176,2018-03-04,06:08:22,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,5928.55,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India
176,TXN000177,2018-03-04,09:17:13,Burger King,UPI Payment Burger King,449.62,INR,UPI,Debit,Food,Chennai,Tamil Nadu,India
177,TXN000178,2018-03-04,11:06:50,Zepto,UPI/Paytm/Zepto,748.9,INR,UPI,Debit,Groceries,Delhi,Delhi,India
178,TXN000179,2018-03-04,13:19:47,McDonald's India,UPI Payment McDonald's India,451.84,INR,UPI,Debit,Food,Pune,Maharashtra,India
179,TXN000180,2018-03-04,19:40:03,Cafe Coffee Day,Debit Card POS Cafe Coffee Day,425.27,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India
180,TXN000181,2018-03-05,09:31:35,Municipal Water Department,Auto Debit Municipal Water Department,223.94,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
181,TXN000182,2018-03-05,10:38:48,Spotify,Auto Debit Spotify,167.2,INR,Auto Debit,Debit,Subscription,Lucknow,Uttar Pradesh,India
182,TXN000183,2018-03-05,12:50:19,Swiggy,UPI Collect Swiggy,323.83,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
183,TXN000184,2018-03-05,13:46:52,Third Wave Coffee,UPI/Paytm/Third Wave Coffee,148.04,INR,UPI,Debit,Food,Pune,Maharashtra,India
184,TXN000185,2018-03-05,19:50:17,Blinkit,UPI Payment Blinkit,588.34,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
185,TXN000186,2018-03-06,08:00:39,Third Wave Coffee,UPI Payment Third Wave Coffee,150.52,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
186,TXN000187,2018-03-06,09:37:22,House Rent Payment,IMPS Transfer House Rent Payment,44629.34,INR,IMPS,Debit,Rent,Chennai,Tamil Nadu,India
187,TXN000188,2018-03-06,10:57:44,Municipal Water Department,UPI/DR/687816574852/Municipal Water Department,220.77,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
188,TXN000189,2018-03-06,12:00:03,Social,UPI/Paytm/Social,1291.75,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
189,TXN000190,2018-03-06,13:33:22,Domino's India,UPI/DR/842407337491/Domino's India,461.61,INR,UPI,Debit,Food,Mumbai,Maharashtra,India
190,TXN000191,2018-03-06,21:28:44,Cafe Coffee Day,Debit Card POS Cafe Coffee Day,262.5,INR,Debit Card,Debit,Food,Chennai,Tamil Nadu,India
191,TXN000192,2018-03-06,22:10:59,Starbucks India,UPI/DR/148911994093/Starbucks India,151.45,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
192,TXN000193,2018-03-07,07:56:31,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5483.01,INR,Net Banking,Debit,Bills,Pune,Maharashtra,India
193,TXN000194,2018-03-07,08:25:33,Third Wave Coffee,UPI/Paytm/Third Wave Coffee,143.33,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
194,TXN000195,2018-03-08,09:48:39,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4628.44,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
195,TXN000196,2018-03-08,20:12:10,BigBasket,UPI Collect BigBasket,582.43,INR,UPI,Debit,Groceries,Kochi,Kerala,India
196,TXN000197,2018-03-08,20:24:42,Third Wave Coffee,UPI Collect Third Wave Coffee,163.66,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
197,TXN000198,2018-03-09,09:49:33,Indian Oil,POS Purchase Indian Oil,3283.62,INR,Debit Card,Debit,Fuel,Kochi,Kerala,India
198,TXN000199,2018-03-09,15:23:36,Zepto,POS Purchase Zepto,1040.75,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India
199,TXN000200,2018-03-09,20:00:47,Barbeque Nation,UPI/Paytm/Barbeque Nation,453.51,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
200,TXN000201,2018-03-10,10:19:40,Nature's Basket,UPI/DR/974534906192/Nature's Basket,708.95,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
201,TXN000202,2018-03-10,20:35:41,Ajio,POS Purchase Ajio,1507.48,INR,Debit Card,Debit,Shopping,Jaipur,Rajasthan,India
202,TXN000203,2018-03-11,09:44:36,Tata Power,Electricity Bill Tata Power,5532.28,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
203,TXN000204,2018-03-11,13:02:12,BPCL,POS Purchase BPCL,3312.7,INR,Debit Card,Debit,Fuel,Surat,Gujarat,India
204,TXN000205,2018-03-11,18:15:24,BigBasket,POS Purchase BigBasket,533.4,INR,Credit Card,Debit,Groceries,Surat,Gujarat,India
205,TXN000206,2018-03-11,20:59:44,Zepto,UPI Collect Zepto,665.45,INR,UPI,Debit,Groceries,Kolkata,West Bengal,India
206,TXN000207,2018-03-11,22:09:55,Zomato,UPI Payment Zomato,185.72,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
207,TXN000208,2018-03-12,06:51:28,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4608.84,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
208,TXN000209,2018-03-12,07:13:57,Municipal Water Department,UPI Payment Municipal Water Department,218.82,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
209,TXN000210,2018-03-12,09:45:03,BSNL,UPI/Paytm/BSNL,1340.46,INR,UPI,Debit,Bills,Noida,Uttar Pradesh,India
210,TXN000211,2018-03-12,12:15:20,McDonald's India,POS Purchase McDonald's India,330.51,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India
211,TXN000212,2018-03-12,14:10:20,Burger King,UPI Collect Burger King,288.3,INR,UPI,Debit,Food,Chennai,Tamil Nadu,India
212,TXN000213,2018-03-12,17:14:26,DMart,UPI Collect DMart,833.29,INR,UPI,Debit,Groceries,Nagpur,Maharashtra,India
213,TXN000214,2018-03-12,18:53:30,Nature's Basket,UPI/Paytm/Nature's Basket,589.21,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
214,TXN000215,2018-03-13,11:14:29,Spotify,Auto Debit Spotify,167.16,INR,Auto Debit,Debit,Subscription,Bengaluru,Karnataka,India
215,TXN000216,2018-03-13,12:16:54,Burger King,UPI Payment Burger King,201.62,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
216,TXN000217,2018-03-13,20:44:14,Barbeque Nation,UPI Collect Barbeque Nation,405.17,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
217,TXN000218,2018-03-13,21:58:06,McDonald's India,POS Purchase McDonald's India,457.13,INR,Debit Card,Debit,Food,Kochi,Kerala,India
218,TXN000219,2018-03-14,13:01:22,DMart,UPI Collect DMart,1050.66,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
219,TXN000220,2018-03-14,18:11:30,Meesho,UPI/DR/873634608133/Meesho,598.72,INR,UPI,Debit,Shopping,Mumbai,Maharashtra,India
220,TXN000221,2018-03-15,07:44:31,Municipal Water Department,Auto Debit Municipal Water Department,226.65,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
221,TXN000222,2018-03-15,13:32:12,Faasos,UPI Collect Faasos,257.67,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
222,TXN000223,2018-03-15,20:20:16,EatClub,POS Purchase EatClub,444.09,INR,Debit Card,Debit,Food,Hyderabad,Telangana,India
223,TXN000224,2018-03-16,01:17:14,Employer Salary Credit,NEFT Salary Credit,42912.35,INR,NEFT,Credit,Salary,Bengaluru,Karnataka,India
224,TXN000225,2018-03-16,06:31:44,Airtel,Auto Debit Airtel,608.7,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
225,TXN000226,2018-03-17,07:18:48,Airtel,Auto Debit Airtel,648.07,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India
226,TXN000227,2018-03-17,08:36:10,House Rent Payment,IMPS Transfer House Rent Payment,47664.75,INR,IMPS,Debit,Rent,Bengaluru,Karnataka,India
227,TXN000228,2018-03-17,21:13:37,Faasos,UPI Collect Faasos,313.79,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
228,TXN000229,2018-03-18,10:55:47,Indane Gas,Auto Debit Indane Gas,854.6,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
229,TXN000230,2018-03-19,07:54:14,Adani Electricity,UPI/Paytm/Adani Electricity,5313.58,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
230,TXN000231,2018-03-19,16:38:59,DMart,Debit Card POS DMart,443.8,INR,Debit Card,Debit,Groceries,Nagpur,Maharashtra,India
231,TXN000232,2018-03-19,20:54:14,Burger King,POS Purchase Burger King,186.78,INR,Debit Card,Debit,Food,Jaipur,Rajasthan,India
232,TXN000233,2018-03-20,19:47:32,Local Wine & Beer Shop,UPI/Paytm/Local Wine & Beer Shop,1255.5,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
233,TXN000234,2018-03-20,20:33:43,Barbeque Nation,UPI/Paytm/Barbeque Nation,435.28,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
234,TXN000235,2018-03-20,21:35:54,Chaayos,UPI Collect Chaayos,157.6,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
235,TXN000236,2018-03-21,17:00:42,Nykaa,POS Purchase Nykaa,1476.96,INR,Credit Card,Debit,Shopping,Surat,Gujarat,India
236,TXN000237,2018-03-21,17:43:27,Zepto,UPI Collect Zepto,580.86,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
237,TXN000238,2018-03-21,20:05:31,BookMyShow,UPI/DR/634380802295/BookMyShow,321.6,INR,UPI,Debit,Entertainment,Bengaluru,Karnataka,India
238,TXN000239,2018-03-22,17:30:30,Zepto,POS Purchase Zepto,756.51,INR,Credit Card,Debit,Groceries,Bengaluru,Karnataka,India
239,TXN000240,2018-03-24,09:10:42,Domino's India,POS Purchase Domino's India,310.46,INR,Credit Card,Debit,Food,Ahmedabad,Gujarat,India
240,TXN000241,2018-03-24,11:52:09,Ajio,POS Purchase Ajio,629.02,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
241,TXN000242,2018-03-25,09:51:51,Flipkart,UPI/Paytm/Flipkart,551.82,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India
242,TXN000243,2018-03-25,10:57:24,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4499.66,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
243,TXN000244,2018-03-25,11:32:05,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4345.66,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India
244,TXN000245,2018-03-25,14:58:20,DMart,UPI Payment DMart,808.0,INR,UPI,Debit,Groceries,Ahmedabad,Gujarat,India
245,TXN000246,2018-03-26,12:25:39,Nature's Basket,POS Purchase Nature's Basket,820.12,INR,Credit Card,Debit,Groceries,Noida,Uttar Pradesh,India
246,TXN000247,2018-03-26,12:45:09,BigBasket,UPI Payment BigBasket,669.71,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India
247,TXN000248,2018-03-26,20:29:13,Cafe Coffee Day,POS Purchase Cafe Coffee Day,275.29,INR,Credit Card,Debit,Food,Bengaluru,Karnataka,India
248,TXN000249,2018-03-27,07:51:30,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4444.05,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India
249,TXN000250,2018-03-27,08:42:53,Cafe Coffee Day,POS Purchase Cafe Coffee Day,163.0,INR,Credit Card,Debit,Food,Bengaluru,Karnataka,India
250,TXN000251,2018-03-27,12:46:09,Domino's India,POS Purchase Domino's India,464.71,INR,Debit Card,Debit,Food,Delhi,Delhi,India
251,TXN000252,2018-03-27,21:50:52,Myntra,POS Purchase Myntra,607.3,INR,Credit Card,Debit,Shopping,Indore,Madhya Pradesh,India
252,TXN000253,2018-03-28,09:27:46,Nature's Basket,POS Purchase Nature's Basket,588.04,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India
253,TXN000254,2018-03-28,11:17:45,Ajio,Debit Card POS Ajio,553.98,INR,Debit Card,Debit,Shopping,Pune,Maharashtra,India
254,TXN000255,2018-03-28,13:39:25,Starbucks India,UPI/Paytm/Starbucks India,137.57,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
255,TXN000256,2018-03-29,09:08:31,Reliance Fresh,UPI/Paytm/Reliance Fresh,683.22,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
256,TXN000257,2018-03-29,13:50:08,Amazon India,POS Purchase Amazon India,1458.35,INR,Credit Card,Debit,Shopping,Kolkata,West Bengal,India
257,TXN000258,2018-03-29,22:06:16,BPCL,Debit Card POS BPCL,2807.98,INR,Debit Card,Debit,Fuel,Surat,Gujarat,India
258,TXN000259,2018-03-30,09:26:49,Employer Salary Credit,NEFT Salary Credit,45807.43,INR,NEFT,Credit,Salary,Indore,Madhya Pradesh,India
259,TXN000260,2018-03-30,11:09:02,Nature's Basket,UPI/DR/161970160008/Nature's Basket,616.73,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India
260,TXN000261,2018-03-30,12:43:20,HPCL,UPI Payment HPCL,2939.47,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India
261,TXN000262,2018-03-31,06:41:18,Municipal Water Department,Auto Debit Municipal Water Department,208.62,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
262,TXN000263,2018-03-31,07:43:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4218.9,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India
263,TXN000264,2018-03-31,12:05:56,DMart,POS Purchase DMart,488.23,INR,Debit Card,Debit,Groceries,Noida,Uttar Pradesh,India
264,TXN000265,2018-03-31,17:57:42,DMart,UPI/DR/877322099707/DMart,870.88,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
265,TXN000266,2018-03-31,19:14:31,Netflix,POS Purchase Netflix,309.77,INR,Credit Card,Debit,Entertainment,Indore,Madhya Pradesh,India
266,TXN000267,2018-03-31,21:28:35,BPCL,ATM Cash Withdrawal,3461.38,INR,Cash Withdrawal,Debit,Fuel,Jaipur,Rajasthan,India
267,TXN000268,2018-04-01,08:39:02,Chaayos,UPI Collect Chaayos,232.12,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
268,TXN000269,2018-04-01,09:49:35,HP Gas,Net Banking Payment HP Gas,387.5,INR,Net Banking,Debit,Bills,Pune,Maharashtra,India
269,TXN000270,2018-04-01,11:38:53,Nature's Basket,Debit Card POS Nature's Basket,2125.78,INR,Debit Card,Debit,Groceries,Nagpur,Maharashtra,India
270,TXN000271,2018-04-01,13:08:26,Faasos,UPI Payment Faasos,314.79,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
271,TXN000272,2018-04-01,21:24:29,DMart,POS Purchase DMart,800.73,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India
272,TXN000273,2018-04-02,14:12:11,BigBasket,UPI Payment BigBasket,2128.13,INR,UPI,Debit,Groceries,Kochi,Kerala,India
273,TXN000274,2018-04-02,16:23:55,Lakme Salon,UPI Payment Lakme Salon,1494.81,INR,UPI,Debit,Miscellaneous,Jaipur,Rajasthan,India
274,TXN000275,2018-04-02,16:24:53,Myntra,Debit Card POS Myntra,1268.58,INR,Debit Card,Debit,Shopping,Ahmedabad,Gujarat,India
275,TXN000276,2018-04-02,19:21:25,Cafe Coffee Day,UPI/Paytm/Cafe Coffee Day,482.11,INR,UPI,Debit,Food,Surat,Gujarat,India
276,TXN000277,2018-04-03,11:46:33,Spotify,Auto Debit Spotify,150.71,INR,Auto Debit,Debit,Subscription,Hyderabad,Telangana,India
277,TXN000278,2018-04-03,12:20:36,Local Hardware Store,POS Purchase Local Hardware Store,655.61,INR,Credit Card,Debit,Miscellaneous,Indore,Madhya Pradesh,India
278,TXN000279,2018-04-03,21:05:56,BookMyShow,UPI Payment BookMyShow,324.97,INR,UPI,Debit,Entertainment,Bengaluru,Karnataka,India
279,TXN000280,2018-04-04,06:02:12,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,8644.67,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
280,TXN000281,2018-04-04,13:30:24,Ace Hardware India,POS Purchase Ace Hardware India,559.09,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
281,TXN000282,2018-04-04,21:05:13,Indian Oil,POS Purchase Indian Oil,322.61,INR,Debit Card,Debit,Fuel,Indore,Madhya Pradesh,India
282,TXN000283,2018-04-05,09:21:42,BEST,UPI Collect BEST,5223.03,INR,UPI,Debit,Bills,Chennai,Tamil Nadu,India
283,TXN000284,2018-04-05,17:42:45,Netflix,UPI/Paytm/Netflix,328.02,INR,UPI,Debit,Entertainment,Indore,Madhya Pradesh,India
284,TXN000285,2018-04-05,22:43:57,Ace Hardware India,POS Purchase Ace Hardware India,503.41,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
285,TXN000286,2018-04-06,08:40:24,Barbeque Nation,Debit Card POS Barbeque Nation,328.13,INR,Debit Card,Debit,Food,Noida,Uttar Pradesh,India
286,TXN000287,2018-04-07,06:42:40,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5456.25,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India
287,TXN000288,2018-04-07,10:39:54,Municipal Water Department,Auto Debit Municipal Water Department,210.1,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India
288,TXN000289,2018-04-07,12:36:11,BookMyShow,POS Purchase BookMyShow,150.71,INR,Credit Card,Debit,Entertainment,Bengaluru,Karnataka,India
289,TXN000290,2018-04-07,20:02:10,Ace Hardware India,POS Purchase Ace Hardware India,477.61,INR,Credit Card,Debit,Miscellaneous,Lucknow,Uttar Pradesh,India
290,TXN000291,2018-04-07,21:48:46,Reliance Fresh,POS Purchase Reliance Fresh,1419.61,INR,Debit Card,Debit,Groceries,Indore,Madhya Pradesh,India
291,TXN000292,2018-04-08,21:28:18,Nature's Basket,POS Purchase Nature's Basket,834.26,INR,Debit Card,Debit,Groceries,Hyderabad,Telangana,India
292,TXN000293,2018-04-09,10:38:07,Municipal Water Department,UPI Payment Municipal Water Department,214.43,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
293,TXN000294,2018-04-09,13:03:57,Local Hardware Store,POS Purchase Local Hardware Store,697.29,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
294,TXN000295,2018-04-09,19:36:15,Indian Oil,UPI Payment Indian Oil,3537.81,INR,UPI,Debit,Fuel,Nagpur,Maharashtra,India
295,TXN000296,2018-04-10,08:51:10,Jio Fiber,UPI Collect Jio Fiber,1387.75,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
296,TXN000297,2018-04-10,09:21:27,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5363.4,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
297,TXN000298,2018-04-10,14:57:10,BookMyShow,UPI/DR/891645547923/BookMyShow,315.35,INR,UPI,Debit,Entertainment,Bengaluru,Karnataka,India
298,TXN000299,2018-04-10,19:35:45,Zepto,Debit Card POS Zepto,767.31,INR,Debit Card,Debit,Groceries,Indore,Madhya Pradesh,India
299,TXN000300,2018-04-11,06:27:36,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,8224.91,INR,Net Banking,Debit,Bills,Surat,Gujarat,India
300,TXN000301,2018-04-11,06:55:42,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5584.9,INR,Net Banking,Debit,Bills,Noida,Uttar Pradesh,India
301,TXN000302,2018-04-11,09:49:33,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,5400.26,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
302,TXN000303,2018-04-11,20:00:12,Local Hardware Store,Debit Card POS Local Hardware Store,532.32,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
303,TXN000304,2018-04-12,08:22:33,Zomato,UPI Payment Zomato,463.33,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
304,TXN000305,2018-04-12,09:16:15,House Rent Payment,IMPS Transfer House Rent Payment,44519.57,INR,IMPS,Debit,Rent,Chennai,Tamil Nadu,India
305,TXN000306,2018-04-12,09:25:21,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6081.22,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
306,TXN000307,2018-04-12,10:21:14,Ace Hardware India,POS Purchase Ace Hardware India,559.98,INR,Debit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
307,TXN000308,2018-04-12,11:46:14,Ace Hardware India,POS Purchase Ace Hardware India,481.96,INR,Credit Card,Debit,Miscellaneous,Hyderabad,Telangana,India
308,TXN000309,2018-04-12,13:52:53,Cafe Coffee Day,UPI Collect Cafe Coffee Day,314.07,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
309,TXN000310,2018-04-12,19:29:50,DMart,POS Purchase DMart,2068.94,INR,Credit Card,Debit,Groceries,Kochi,Kerala,India
310,TXN000311,2018-04-13,00:25:15,Employer Salary Credit,NEFT Salary Credit,43093.36,INR,NEFT,Credit,Salary,Hyderabad,Telangana,India
311,TXN000312,2018-04-13,10:09:26,BEST,Electricity Bill BEST,5196.62,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
312,TXN000313,2018-04-14,07:09:01,Airtel,Auto Debit Airtel,1317.46,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India
313,TXN000314,2018-04-14,11:37:58,DMart,UPI/DR/218919757455/DMart,449.87,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
314,TXN000315,2018-04-14,13:02:18,Swiggy,UPI/DR/361595245111/Swiggy,296.67,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
315,TXN000316,2018-04-14,17:44:58,Indian Oil,Debit Card POS Indian Oil,342.99,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India
316,TXN000317,2018-04-15,09:07:09,Jio,Auto Debit Jio,618.89,INR,Auto Debit,Debit,Bills,Lucknow,Uttar Pradesh,India
317,TXN000318,2018-04-15,09:22:55,Cafe Coffee Day,UPI/DR/701452141581/Cafe Coffee Day,312.95,INR,UPI,Debit,Food,Jaipur,Rajasthan,India
318,TXN000319,2018-04-15,13:20:52,Local Hardware Store,UPI/Paytm/Local Hardware Store,647.81,INR,UPI,Debit,Miscellaneous,Pune,Maharashtra,India
319,TXN000320,2018-04-16,12:02:13,Cafe Coffee Day,UPI Payment Cafe Coffee Day,230.39,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
320,TXN000321,2018-04-17,06:47:54,Adani Electricity,UPI Payment Adani Electricity,5418.16,INR,UPI,Debit,Bills,Jaipur,Rajasthan,India
321,TXN000322,2018-04-17,12:04:20,Zomato,UPI Payment Zomato,622.16,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India
322,TXN000323,2018-04-17,18:12:12,Nature's Basket,UPI/Paytm/Nature's Basket,1500.01,INR,UPI,Debit,Groceries,Surat,Gujarat,India
323,TXN000324,2018-04-17,19:47:41,Local Hardware Store,Debit Card POS Local Hardware Store,699.36,INR,Debit Card,Debit,Miscellaneous,Pune,Maharashtra,India
324,TXN000325,2018-04-17,20:14:45,BookMyShow,POS Purchase BookMyShow,160.98,INR,Credit Card,Debit,Entertainment,Bengaluru,Karnataka,India
325,TXN000326,2018-04-18,06:52:18,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3056.79,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India
326,TXN000327,2018-04-18,09:05:41,HPCL,Debit Card POS HPCL,3534.48,INR,Debit Card,Debit,Fuel,Kolkata,West Bengal,India
327,TXN000328,2018-04-18,10:03:25,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,8465.93,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
328,TXN000329,2018-04-18,12:53:29,Meesho,UPI/Paytm/Meesho,567.33,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India
329,TXN000330,2018-04-18,14:37:25,Flipkart,UPI/DR/919332820056/Flipkart,1385.11,INR,UPI,Debit,Shopping,Pune,Maharashtra,India
330,TXN000331,2018-04-18,19:23:29,Meesho,Debit Card POS Meesho,579.48,INR,Debit Card,Debit,Shopping,Jaipur,Rajasthan,India
331,TXN000332,2018-04-18,22:09:28,Local Hardware Store,POS Purchase Local Hardware Store,517.96,INR,Credit Card,Debit,Miscellaneous,Bengaluru,Karnataka,India
332,TXN000333,2018-04-19,08:12:00,Spotify,Auto Debit Spotify,158.9,INR,Auto Debit,Debit,Subscription,Ahmedabad,Gujarat,India
333,TXN000334,2018-04-19,14:17:15,Domino's India,POS Purchase Domino's India,213.36,INR,Credit Card,Debit,Food,Bengaluru,Karnataka,India
334,TXN000335,2018-04-20,07:40:43,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6033.8,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
335,TXN000336,2018-04-20,09:22:17,Blinkit,UPI/DR/028552920456/Blinkit,442.31,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
336,TXN000337,2018-04-20,11:03:50,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,5608.83,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
337,TXN000338,2018-04-20,19:45:51,DMart,UPI Collect DMart,2061.38,INR,UPI,Debit,Groceries,Hyderabad,Telangana,India
338,TXN000339,2018-04-20,21:23:56,Local Hardware Store,POS Purchase Local Hardware Store,529.11,INR,Debit Card,Debit,Miscellaneous,Mumbai,Maharashtra,India
