date,total_spending,day,day_of_week,week,month,quarter,year,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,expanding_mean,target_smooth
2019-10-08,0.0,8,1,41,10,4,2019,0,0,0.0,0.0,20150.84,0.0,26423.5615333333,0.0,37191.643020154974,4485.673285714257
2019-10-09,0.0,9,2,41,10,4,2019,0,0,0.0,0.0,42614.479999999996,0.0,25751.866866666634,0.0,37134.0708173374,7331.897714285677
2019-10-10,0.0,10,3,41,10,4,2019,0,0,0.0,0.0,15967.310000000001,0.0,24331.384199999964,0.0,37076.67658114368,7331.897714285677
2019-10-11,0.0,11,4,41,10,4,2019,0,0,0.0,0.0,11169.86,0.0,23799.1405333333,0.0,37019.459487654254,7331.897714285677
2019-10-12,0.0,12,5,41,10,4,2019,1,0,0.0,0.0,42055.24,0.0,23426.811866666634,0.0,36962.41871802767,7331.897714285677
2019-10-13,0.0,13,6,41,10,4,2019,1,0,0.0,0.0,47269.25399999975,0.0,22024.9705333333,0.0,36905.55345846147,7331.897714285677
2019-10-14,20933.141999999876,14,0,42,10,4,2019,0,0,0.0,0.0,37480.4,0.0,20449.328733333306,0.0,36848.862900153545,8673.062714285677
2019-10-15,41866.28399999975,15,1,42,10,4,2019,0,0,20933.141999999876,0.0,93041.80399999976,2990.448857142835,19897.753466666636,7911.983984457014,36824.45228527601,10168.287142857096
2019-10-16,39847.141999999876,16,2,42,10,4,2019,0,0,41866.28399999975,0.0,25793.59,8971.346571428514,18191.90279999997,16470.108048765193,36832.173313935615,11663.511571428517
2019-10-17,0.0,17,3,42,10,4,2019,0,0,39847.141999999876,0.0,20472.13,14663.795428571353,18660.3545333333,19466.161327339312,36836.7833577981,11663.511571428517
2019-10-18,0.0,18,4,42,10,4,2019,0,0,0.0,0.0,35433.09,14663.795428571353,17977.950199999967,19466.161327339312,36780.543993893065,12060.444428571373
2019-10-19,0.0,19,5,42,10,4,2019,1,0,0.0,0.0,45741.72,14663.795428571353,16796.847199999967,19466.161327339312,36724.47609146335,12060.444428571373
2019-10-20,0.0,20,6,42,10,4,2019,1,0,0.0,0.0,35569.47199999988,14663.795428571353,15272.123199999965,19466.161327339312,36668.57886757985,13555.668857142793
2019-10-21,18776.31,21,0,43,10,4,2019,0,0,0.0,20933.141999999876,22043.05,14663.795428571353,14086.474133333304,19466.161327339312,36612.85154407289,12060.444428571373
2019-10-22,20933.141999999876,22,1,43,10,4,2019,0,0,18776.31,41866.28399999975,15963.34,14355.676571428514,13977.582799999971,19367.206518531286,36585.7854719271,9069.995571428533
2019-10-23,20933.141999999876,23,2,43,10,4,2019,0,0,20933.141999999876,39847.141999999876,14340.67,11365.227714285675,14143.242866666635,15675.682705990968,36562.06934545448,6223.771142857114
2019-10-24,0.0,24,3,43,10,4,2019,0,0,20933.141999999876,0.0,11147.74,8663.227714285675,14362.991933333296,10828.835611408294,36538.42497730704,6223.771142857114
2019-10-25,5557.06,25,4,43,10,4,2019,0,0,0.0,0.0,41897.15,8663.227714285675,13991.400599999963,10828.835611408296,36483.23098187304,7718.995571428533
2019-10-26,0.0,26,5,43,10,4,2019,1,0,5557.06,0.0,19507.53,9457.093428571388,12780.064266666628,10277.542574523852,36436.58517345393,9214.219999999954
2019-10-27,20933.141999999876,27,6,43,10,4,2019,1,0,0.0,0.0,83490.75399999975,9457.093428571388,12129.81326666663,10277.542574523852,36381.71079819271,10407.08928571424
2019-10-28,0.0,28,0,44,10,4,2019,0,0,20933.141999999876,18776.31,29025.269999999997,12447.542285714228,10044.5595333333,10111.304501675786,36358.47986766911,9065.92428571424
2019-10-29,0.0,29,1,44,10,4,2019,0,0,0.0,20933.141999999876,33697.881999999874,9765.212285714228,9077.0505333333,10629.790064755194,36303.88755555549,9065.92428571424
2019-10-30,0.0,30,2,44,10,4,2019,0,0,0.0,20933.141999999876,48834.270000000004,6774.763428571389,7953.787799999971,9882.575973534922,36249.458938530675,8536.913428571392
2019-10-31,0.0,31,3,44,10,4,2019,0,1,0.0,0.0,0.0,3784.3145714285497,6325.97879999997,7840.387877384747,36195.19328143707,8536.913428571392
2019-11-01,20933.141999999876,1,4,44,11,4,2019,0,0,0.0,5557.06,0.0,3784.3145714285497,6325.97879999997,7840.387877384747,36141.08985351265,10024.40842857139
2019-11-02,20933.141999999876,2,5,44,11,4,2019,1,0,20933.141999999876,0.0,0.0,5980.897714285675,7023.750199999966,10214.32740242077,36118.39142388053,10024.40842857139
2019-11-03,16700.17,3,6,44,11,4,2019,1,0,20933.141999999876,20933.141999999876,0.0,8971.346571428514,7721.521599999962,11189.23505609806,36095.76064977639,10024.40842857139
